,ID,promptID,prompt,english_prompt,german_word_count,english_word_count,topic,type,certainty,activations_en_named
98,32,99,"kann ich mich mit einem Abschluss von 2,0 für ein stipendium bewerben?",Can I apply for a scholarship with a GPA of 2.0?,12,11,grades,question,certain,"{'can i / can we questions': 11.625, 'apply procedures or actions': 9.625, 'applying for jobs and admissions': 6.281, 'scholarships and financial aid': 6, 'apply for, obtain, claim': 5.969, 'requesting things': 5.438, 'credits and GPA completion': 5.312, 'apply for, apply to': 4.719}"
99,32,100,"kann ich mich mit meinem Abi abschluss von 2,0 für ein Stipendium für das Studium bewerben?",Can I apply for a scholarship for my studies with my high school diploma grade of 2.0?,16,17,grades,follow-up_question,certain,"{'can i / can we questions': 11.625, 'apply procedures or actions': 9.625, 'applying for jobs and admissions': 6.281, 'scholarships and financial aid': 4.844, 'apply for, obtain, claim': 5.969, 'requesting things': 5.438, 'her GCSE exams': 5.156, 'studying and its contexts': 4.875}"
100,32,101,brauch ich für den studiengang cyber security einen eingangstest?,Do I need an entrance exam for the cybersecurity program?,9,10,grades,question,certain,"{'cybersecurity strategy, experts, and threats': 9.938, 'I followed by verb': 6.406, 'programmatic, programs': 6.25, 'entry level': 6.062, 'applying for jobs and admissions': 4.562, 'academic degrees and qualifications': 5.531, '""an"" followed by vowel-starting word': 4.375, 'exam covers and typically taken': 4.188, 'examining, examination, examens': 4}"
101,32,102,gibt es immer einen eingangstest für diesen Studiengang?,Is there always an entrance exam for this degree program?,8,10,grades,follow-up_question,certain,"{'there a or there any': 11.562, 'degree of': 8.688, 'applying for jobs and admissions': 4.094, 'existence of things': 5.969, 'always': 5.938, 'exam covers and typically taken': 5.656, 'entry level': 5.25, 'is or is not': 4.781, 'programmatic, programs': 4.5}"
102,32,103,gibt es in aalen einen Eignungtest in diesem Studiengang?,Is there an aptitude test for this degree program in Aalen?,9,11,grades,follow-up_question,certain,"{'A followed by other tokens': 12.688, 'there a or there any': 10.625, 'degree of': 8.938, 'upt, pt, PT, apt, pty': 7.312, 'existence of things': 6.188, 'test results': 6, 'apt install update upgrade': 5.844, 'university names': 5.469, 'professions and careers': 5.281}"
103,32,104,kann ich mein studium auch durch werksstudent finanzieren?,Can I also finance my studies through a working student position?,8,11,finance,question,uncertain,"{'can i / can we questions': 6.625, 'working directory': 9.688, 'scholarships and financial aid': 5.906, 'also introducing continuation': 5.938, 'student body': 5.656, 'part-time work': 5.25, 'how something is done': 5.062}"
104,32,105,"gib mir orte, an denen ich cyber security studieren kann",give me places where I can study cyber security,10,9,study_program,question,certain,"{'Give me a': 13.625, 'cyber security and cyberpunk': 13.562, 'where can i find or access': 3.234, 'studying and its contexts': 8.688, 'locations and destinations': 7.844, 'cybersecurity strategy, experts, and threats': 7.781, 'places and circumstances': 3.688, 'requests for lists': 3.234}"
105,32,106,ist das kit eine hochschule oder eine universität?,Is the KIT a college or a university?,8,8,uni,question,certain,"{'college aged students': 11.375, 'k followed by certain characters': 11.125, 'university of': 7.688, 'words starting with K': 6.062, 'specific educational institutions and programs': 4.406, 'assistant turn start': 5.438, '""the"" followed by nouns in questions': 5.031, 'ketamine or cats': 4.219, 'tyrosine kinase inhibitor': 3.625}"
106,32,107,sollte ich lieber an einer hochschule oder einer universität studieren?,Should I rather study at a college or a university?,10,10,matching,question,uncertain,"{'college aged students': 10.125, 'university of': 8.188, 'studying and its contexts': 7.5, 'specific educational institutions and programs': 4.812, 'academic fields and degrees': 6.469, 'from the university or school': 5.938, 'advice for actions': 5.812, 'rather see than be': 4.031}"
107,33,108,Welche Inhalte enthält das kooperative Studium im Bereich Elektrotechnik,What content does the cooperative study program in electrical engineering include?,9,11,study_program,question,certain,"{'cooperation and cooperative': 10.812, 'questions starting with does': 8.625, 'programmatic, programs': 7.5, 'electric or electrical nouns': 7.406, 'content warning, policies, creation, management': 7, 'what [noun] does/did/is': 6.375, 'studying and its contexts': 6.031, 'content creation and types': 5.531, 'academic research study': 5.438, 'academic fields and degrees': 5.312}"
108,33,109,"Okay das klingt interessant, ist es besser das Studium im Bereich Elektrotechnik kooperativ oder dual zu machen?","Okay, that sounds interesting. Is it better to pursue a degree in electrical engineering cooperatively or in a dual format?",17,20,study_program,follow-up_question,certain,"{'sounds like or describes qualities': 15.562, 'pursuit of goals and achievement': 11.938, 'dual or twin relationships': 11.5, ""that's"": 10.125, 'academic fields and degrees': 10.125, 'is it + condition/possibility': 9.688, 'better comparisons and improvements': 8.75, 'interesting followed by noun': 8.562, 'electric or electrical nouns': 8.25, 'degree of': 8.188}"
109,33,110,"gibt es später in Unternehmen Unterschiede, welche studiengänge eher übernommen werden? Was ist besser, dual oder kooperativ","Are there differences in companies later on regarding which degree programs are more likely to be hired? Which is better, dual or cooperative?",17,23,job,follow-up_question,uncertain,"{'dual or twin relationships': 11.938, 'likelihood of events': 11.062, 'there a or there any': 11, 'Later': 9.625, 'degree of': 8.375, 'comparing words': 8.25, 'regarding your': 8, 'there are + quantifier': 7.531, 'company information and descriptions': 7.156, 'cooperation and cooperative': 6.938}"
110,33,111,"Welche Noten sollte man in Mathe, Physik haben, wenn man Elektrotechnik kooperativ studieren will",What grades should one have in math and physics if they want to study electrical engineering cooperatively?,14,17,grades,follow-up_question,certain,"{'math and science computation': 8, 'electric or electrical nouns': 7.969, 'cooperation and cooperative': 7.844, 'mathematics': 7.531, 'physics and scientific terms': 6.531, 'engineering assistant or design': 6.219, 'academic fields and degrees': 6.188, 'her GCSE exams': 5.812, 'should I questions': 5.812, 'studying and its contexts': 5.562}"
111,33,112,ist ein duales Studium elektrotechnik schwerer oder ein kooperatives Studium elektrotechnik,Is a dual study program in electrical engineering harder than a cooperative study program in electrical engineering?,11,17,study_program,follow-up_question,uncertain,"{'dual or twin relationships': 12.812, 'cooperation and cooperative': 7.188, 'Fachbereich Informatik Darmstadt': 5.844, 'electric or electrical nouns': 6.75, 'programmatic, programs': 6.375, 'academic fields and degrees': 5.875, 'academic research study': 5.656}"
112,33,113,"wie gut ist die Hochschule in Künzelsau, gehört sie zu einer der schwereren oder ist sie eher leichter?",How good is the university in Künzelsau? Is it one of the more challenging ones or is it rather easier?,18,20,uni,question,uncertain,"{'university of': 12.438, 'words starting with K': 11.438, 'Baden-Württemberg': 6.344, 'of the most': 7.938, 'or detecting alternatives': 7.25, 'easy + [noun]': 6.75, 'challenge and ratings': 6.625, 'one or ones': 6.5}"
113,33,114,Wie bereite ich mich auf ein kooperatives studium am besten vor?,How can I best prepare for a cooperative study program?,11,10,general,question,certain,"{'questions starting with how can': 15, 'how can I do a task': 11.312, 'cooperation and cooperative': 10.438, 'prepare for something': 8.188, 'programmatic, programs': 7.969, 'best way to do': 7.219, 'studying and its contexts': 6.812, 'how can i use': 5.438, 'preparing for possibilities': 5.094, 'seeking to better understand': 5}"
114,33,115,wie laufen Vorlesungen in Künzelsau in der Hochschule im Studienfach Elektrotechnik ab?,How do lectures in Künzelsau at the university in the field of electrical engineering take place?,12,16,uni,follow-up_question,certain,"{'how do i questions': 11.562, 'k followed by certain characters': 11.188, 'Baden-Württemberg': 7, 'university of': 8.562, 'field of study': 7.906, 'electric or electrical nouns': 6.969, 'words starting with K': 6.75}"
115,34,116,An welchen Universitäten und Hochschulen kann ich Meteorologie studieren?,At which universities and colleges can I study meteorology?,9,9,study_program,question,certain,"{'in what areas or situations': 7.531, 'academic fields and degrees': 6.844, 'university of': 6.75, 'which question starter': 6.281, 'where can i find or access': 5.844, 'scientific fields ending in -ology': 5.562, 'studying and its contexts': 5.469, 'college aged students': 5.062, 'assistant turn start': 4.75, 'specific educational institutions and programs': 4.656}"
116,34,117,wann muss ich mich für ein Studium bewerben?,When do I need to apply for a degree program?,8,10,general,question,certain,"{'degree of': 11.812, 'food permit': 8.562, 'apply procedures or actions': 8.312, 'when to use': 5.25, 'programmatic, programs': 7.125, 'applying for jobs and admissions': 6.25, 'apply for, obtain, claim': 6.062, 'what do you': 5.219, 'assistant turn start': 5.031}"
117,34,118,wann startet der Studiengang Meteorologie?,When does the Meteorology program start?,5,6,study_program,question,certain,"{'meteorites and their characteristics': 8.25, 'questions starting with does': 7.031, 'programmatic, programs': 7, 'metabolic, metabolism, metropolitan': 5.562, '""the"" followed by nouns in questions': 5.438, 'when to use': 5.094, 'assistant turn start': 5.062, 'chemistry': 4.719, 'scientific fields ending in -ology': 4.656, 'weather influenced by factors': 4.281}"
118,34,119,Wie bewerbe ich mich an den Universitäten?,How do I apply to universities?,7,6,grades,question,certain,"{'how do i questions': 11.562, 'apply procedures or actions': 9.562, 'how can I do a task': 9.062, 'how do you actions': 8.812, 'university of': 8.062, 'applying for jobs and admissions': 7.156, 'assistant turn start': 5, 'Do you': 4.344, 'apply for, apply to': 4.094, 'student ID or application number': 3.953}"
119,34,120,Was kostet ein Studium?,What does a degree cost?,4,5,finance,question,certain,"{'what does X mean or stand for': 3.672, 'degree of': 9.75, 'questions starting with does': 7.906, 'assistant turn start': 4.781, 'how does': 4.156, 'What is a': 4.344, 'what does this mean': 4.094, ""master's degree or MSc degree"": 3.594}"
120,34,121,Was soll ich studieren?,What should I study?,4,4,general,question,certain,"{'advice for actions': 4.438, 'what to do': 8.062, 'studying and its contexts': 7.719, 'what can happen': 7.156, 'should I questions': 5.938, 'assistant turn start': 4.312, 'career and testing center': 3.266, 'how does': 3.203}"
121,34,122,wie läuft das studium bei Polizei oder Bundeswehr?,How does the study program work at the police or the Bundeswehr?,8,12,study_program,question,certain,"{'police officers': 12.062, 'questions starting with does': 8.938, 'how do i questions': 7.531, 'academic research study': 7, 'words starting with ""we""': 6.656, 'programmatic, programs': 6.5, 'federal court, government, and law': 6.125, 'studying and its contexts': 5.969, 'Europol analyst, federal prosecutor': 5.969, '""the"" followed by nouns in questions': 5.781}"
122,34,123,"Stelle mir Frage, die mir bei meiner Studienwahl helfen könnten",Ask me questions that could help me with my choice of studies.,10,12,matching,request,certain,"{'top choices for': 7.875, 'ask me anything': 7.062, 'asking questions': 5.188, 'studying and its contexts': 5.625, 'help you with that/your': 5.5, 'that can': 5.156, 'describing potential actions': 4.375, 'tell me X': 4.156, '""Me"" followed by verbs in Romance languages': 4.062}"
123,34,124,Was sind die Bedingungen um Meteorologie studieren zu können? Welche Voraussetzungen gibt es?,What are the requirements to study meteorology? What prerequisites are there?,13,11,grades,question,certain,"{'What are the': 17.125, 'questions starting with ""what are""': 16.625, 'requirements': 9.625, 'how many are': 8.062, 'studying and its contexts': 7.375, 'to obtain': 6.781, 'what [noun] does/did/is': 6.062, 'scientific fields ending in -ology': 5.719, 'eligibility requirements for': 4.719, 'what is the meaning of': 4.719}"
124,34,125,kannst du auch bei Ausbildungssuche helfen?,Can you also help with job searching?,6,7,general,question,certain,"{'job description openings roles titles': 12.625, 'help me': 9.938, 'training courses, plans, and experiences': 8.812, 'can i / can we questions': 7.438, 'user requests for action': 7.125, 'also introducing continuation': 5.875, 'capability questions': 5.531, 'can you questions': 5.188, 'help you with that/your': 4.875, 'search and related operations': 4.531}"
125,35,126,Wie sieht es mit einem NC im bereich Cyber security aus?,What about an NC in the field of cyber security?,11,10,grades,question,certain,"{'cyber security and cyberpunk': 16, 'nvtop, nvme, NTFS, NGH': 8.812, 'field NAME or extension': 8.688, 'field of study': 8.438, 'cybersecurity strategy, experts, and threats': 8.188, 'how about suggestions': 7.75, 'in the field of': 6.312, '""an"" followed by vowel-starting word': 5.531, 'the future park bathroom': 4.906, 'Carolina Inc. 650 From': 4.781}"
126,35,127,In welchem Bereich liegt der NC bei Hochschulen BW durchschnittlich?,What is the average NC at universities in Baden-Württemberg?,10,9,grades,question,certain,"{'questions about meaning and purpose': 15.438, '""what is"" questions': 14.688, 'bad and negative descriptors': 14.062, 'average followed by a noun': 11.188, 'university of': 7.938, 'nvtop, nvme, NTFS, NGH': 7.375, 'Baden-Württemberg': 6.188, 'german umlauts and greetings': 5.875, 'Fachbereich Informatik Darmstadt': 5.469, 'german locations and regions': 5.062}"
127,35,128,an welchen Hochshulen in BW kann man Cybersecurity studieren?,At which universities in Baden-Württemberg can one study Cybersecurity?,9,9,study_program,question,certain,"{'cyber security and cyberpunk': 13.75, 'bad and negative descriptors': 13.688, 'Baden-Württemberg': 6.656, 'cybersecurity strategy, experts, and threats': 8.375, 'in what areas or situations': 7.531, 'german umlauts and greetings': 6.906, 'academic fields and degrees': 6.781, 'university of': 6.75, 'Fachbereich Informatik Darmstadt': 6.688}"
128,35,129,gibt es weiter?,Is there more?,3,3,study_program,follow-up_question,certain,"{'there a or there any': 3.781, 'questions about existence or negation': 5.312, 'more than': 3.969, 'is or is not': 3.953, 'there anything else': 3.891, 'how does': 3.375, 'answer to': 3.109, 'capability questions': 3.016, 'more followed by quantity or comparison': 2.984}"
129,35,130,nenne mir bitte alle studien Möglichkeiten im bereich cbersecurity in großstädten in BW.,Please list all study options in the field of cybersecurity in major cities in Baden-Württemberg.,13,15,study_program,follow-up_request,certain,"{'bad and negative descriptors': 12.812, 'list something': 11.562, 'major followed by noun': 10.375, 'cybersecurity strategy, experts, and threats': 9.375, 'field of study': 7.969, 'Fachbereich Informatik Darmstadt': 7.906, 'academic research study': 7.5, 'studying and its contexts': 7.156, 'city in contexts like city: or city of': 6.812, 'Baden-Württemberg': 6.312}"
130,35,131,wie geht es dir?,How are you?,4,3,other,question,certain,"{'how are you': 2.609, 'how are you doing': 9.5, 'how do you': 5.031, 'how does': 3.312, 'questions about capabilities': 3.109, 'Are you': 2.625, 'how to manage or approach': 2.375, 'is/are followed by past participle': 2.359}"
131,35,132,hilf mir bei der berufsberatung!,Help me with career counseling!,5,5,matching,request,uncertain,"{'career path and development': 13.875, 'requests for assistance': 4.344, 'help you with that/your': 6.688, 'exclamations after sentences': 3.438, 'how does': 3.141, 'roles and objects': 3.031, 'consulting and services': 2.453, 'asking for advice': 2.297, 'career and testing center': 2.266}"
132,35,133,ich habe allgemein eher stärken im MINT bereich und bin an einem geruflichen gymnasium im bereich informationstechnik,I generally have strengths in the STEM field and am at a vocational high school in the area of information technology.,17,21,interests,answer,certain,"{'strengths and weaknesses': 9.875, 'information technology and systems': 9.25, 'at + state or location': 4.969, 'generally considered or not': 8.062, 'area of': 7, 'educational and trade programs': 6.875, 'IT roles and ITIL': 5.875, 'high word compounds': 5.562, 'the field of': 5}"
133,35,134,wie hoch ist der NC bei der KIT in karlsruhe?,What is the NC at KIT in Karlsruhe?,10,8,grades,question,certain,"{'questions about meaning and purpose': 15.438, '""what is"" questions': 14.688, 'words starting with Kar': 11.938, 'k followed by certain characters': 8.438, 'words starting with K': 7.5, 'nvtop, nvme, NTFS, NGH': 7.406, 'words starting with ""At""': 6.375, 'Carolina Inc. 650 From': 6, 'assistant turn start': 5.188, 'ketamine or cats': 4.438}"
134,36,135,In welchen Berufen kann man Menschen helfen,In which professions can one help people?,7,7,job,question,certain,"{'helping others out': 5.875, 'in what areas or situations': 5.375, ""one's own"": 4.625, 'questions starting with how can': 4.562, ""people's actions and states"": 4.25, 'which question starter': 4.125, 'what [noun] does/did/is': 4.031, 'assistant turn start': 3.641, 'when did or does': 3.438, 'modal verb questions': 3.297}"
135,36,136,Welche Berufe haben direkt mit der Rettung von Menschen zu tun?,Which professions are directly involved in saving lives?,11,8,job,question,certain,"{'influence, connection, affects, execute': 8.938, 'role in processes': 8.688, 'how many are': 6.438, 'what [noun] does/did/is': 5.406, 'saves or saving': 5.156, 'as a job': 4.906, 'assistant turn start': 4.719, 'value of human life': 4.688, 'lives of': 4.406, 'professionalism': 4.156}"
136,36,137,Welche Berufe gibt es im Katastrophenschutz,What professions are there in disaster management?,6,7,job,question,certain,"{'disaster, disasters, disastrous': 10.875, 'how many are': 8.062, 'what [noun] does/did/is': 5.906, 'management systems and solutions': 5.5, 'as a job': 5.219, 'assistant turn start': 4.656, 'professionalism': 4.25, 'in demand': 3.375, 'work in industry or fields': 3.281, 'resilience against disaster': 3.094}"
137,36,138,Berufe in der Direkten Notfallrettung?,Professions in Direct Emergency Rescue?,5,5,job,follow-up_question,certain,"{'direct drive, direct download, direct send': 4.781, 'emergency situations and response': 3.016, 'question mark': 6.812, 'professionalism': 5.312, 'resilience, resin, resurrection, Resident Evil': 4.375, 'writing in context': 4.031, 'assistant turn start': 3.156, 'prefixes and common suffixes': 2.516}"
138,36,139,Kann man bei der DLRG direkt arbeiten?,Can you work directly with the DLRG?,7,7,job,question,certain,"{'words starting with D': 11, 'directly to or from': 7.781, 'can i / can we questions': 7.438, 'user requests for action': 7.125, 'capability questions': 6.562, 'work hard or work tirelessly': 6.219, 'words beginning with d': 6.125, 'can you questions': 5.188, 'human resources': 4.875, 'Dassault, Dandelion, Dandenong, Dabas': 4.312}"
139,36,140,Kann man mit der DLRG Geld verdienen,Can you make money with the DLRG?,7,7,job,follow-up_question,certain,"{'words starting with D': 10.812, 'ways to make money': 10.125, 'how to make': 7.938, 'can i / can we questions': 7.438, 'user requests for action': 7.125, 'words beginning with d': 5.406, 'can you questions': 5.188, 'capability questions': 4.906, 'money amounts and timeframes': 4.812, 'making money online, surveys, affiliate marketing': 4.688}"
140,36,141,Was sind die Qualifikationen für den Notfallsanitäter,What are the qualifications for the emergency paramedic?,7,8,grades,follow-up_question,certain,"{'What are the': 17.125, 'emergency situations and response': 16.625, 'questions starting with ""what are""': 16.625, 'param': 10.312, 'assistant turn start': 5.75, 'what is the meaning of': 4.406, 'how does': 4.25, 'applying for jobs and admissions': 3.922, 'questions starting with Qual': 3.969}"
141,36,142,Kann man den notfallsanitäter auch als Ausbildung machen?,Can you also do the paramedic as a training program?,8,10,study_program,follow-up_question,certain,"{'param': 14.312, 'training courses, plans, and experiences': 11.625, 'perform an action': 10.375, 'programmatic, programs': 7.812, 'can i / can we questions': 7.438, 'user requests for action': 7.125, 'capability questions': 6.594, 'also introducing continuation': 5.875, 'can you questions': 5.219, 'do the following': 5.156}"
142,37,143,"Ich mach Abi, yo, ich hab keine Ahnung was ich machen will amigo, me llama [name] und ich mach Abi in Technische Richtung (INFT) bin ich cooked? Was kann ich danach machen?","I'm graduating high school, yo, I have no idea what I want to do, amigo, my name is [name] and I'm graduating in a technical field (INFT). Am I cooked? What can I do afterwards?",32,35,general,question,uncertain,"{'my name is': 11.938, 'no followed by ideas or control': 11.5, 'technical topics': 11.062, 'am followed by a word': 10.375, 'educational and trade programs': 8.75, 'English words starting with ""In""': 8.5, 'Self-description after ""i am"" or ""i\'m""': 8.312, 'graduate student and school': 8.25, 'graduation encouragement on stage': 7, 'cook meth': 6.969}"
143,37,144,Wenn ich dual Informatik studieren möchte wo kann ich anfangen?,"If I want to study dual computer science, where can I start?",10,12,study_program,question,certain,"{'dual or twin relationships': 13.938, 'studying and its contexts': 9.438, 'questions starting with where': 8, 'want to do': 6.844, 'computer science and related fields': 6.688, 'computer vision, science, graphics': 6.656, 'I followed by verb': 5.688, 'if you followed by a verb': 5.281, 'want to know': 5.219, 'where can i find or access': 5.031}"
144,37,145,Wenn ich nähe Würzburg in BW wohne,If I live near Würzburg in Baden-Württemberg.,7,7,study_program,follow-up_question,certain,"{'words starting with w': 14.688, 'bad and negative descriptors': 10.438, 'german locations and regions': 5.719, 'near future': 7.375, 'lived in/by/with': 7.156, 'german umlauts and greetings': 6.625, 'locations near other locations': 5.875, 'wer bist du, werfen, werker': 5.812, 'Baden-Württemberg': 5.812}"
145,37,146,Was kann ich noch studieren was in die richtung informatik geht weil informatik ist ja sehr viel,"What else can I study that is related to computer science, since computer science encompasses a lot?",17,17,study_program,question,certain,"{'lot of or lot to': 10.562, 'computer vision, science, graphics': 7.719, 'computer science and related fields': 6.5, 'else entirely': 6.781, 'what can happen': 6.594, 'academic fields and degrees': 6.5, 'studying and its contexts': 6.219, 'what can you do': 6.062}"
146,37,147,Und wenn ich Cybersecurity,And if I do cybersecurity,4,5,study_program,follow-up_question,certain,"{'cybersecurity strategy, experts, and threats': 10, 'I followed by verb': 3.844, 'And following specific structures': 3.844, 'do not have': 4.625, 'if followed by pronoun': 4.406, 'do the following': 4.125, 'if clause with conditions': 2.781, 'doing actions broadly': 2.656}"
147,37,148,Und wenn ich Cybersecurity dual studieren möchte was kannst du für mich empfehlen,"And if I want to study cybersecurity in a dual program, what can you recommend for me?",13,17,study_program,follow-up_question,certain,"{'dual or twin relationships': 11.062, 'studying and its contexts': 9.875, 'cybersecurity strategy, experts, and threats': 9.875, 'programmatic, programs': 7.281, 'what can you do': 6.781, 'recommendations': 6.031, 'I followed by verb': 5.656, 'And following specific structures': 5.188, 'what can happen': 5.031, 'specific educational institutions and programs': 4.906}"
148,37,149,Aber an einer Universität kann ich ja nicht dual studieren,"But at a university, I can't do a dual study program.",10,11,study_program,statement,certain,"{'dual or twin relationships': 13.625, 'university of': 10.5, 'speed or frequency': 8.812, ""can't + verb"": 6.875, 'programmatic, programs': 6.469, 'At followed by a name or state': 6.406, 'studying and its contexts': 5.469, 'in [context], the': 4.938, 'Fachbereich Informatik Darmstadt': 4.562, 'do a [task]': 4.375}"
149,37,150,Ich bin Pleite und hab alles auf rot gesetzt was jetzt?,"I'm broke and I've bet everything on red, what now?",11,10,finance,question,uncertain,"{'betrieb, betplay': 10.312, ""'ve followed by got or been"": 9.75, 'Self-description after ""i am"" or ""i\'m""': 8.312, 'red followed by objects': 7.219, 'everything else': 7, 'online gambling or real money betting': 5.875, ""i'm or i am phrases"": 5.875, 'what questions': 5.375, 'blackjack game mart': 4.812, 'current state or situation': 4.688}"
150,37,151,gib mir mehr infos zu den stellen wo ich cybersecurity dual studieren kann,Give me more information about the places where I can study cybersecurity in a dual program.,13,16,study_program,request,certain,"{'Give me a': 13.25, 'dual or twin relationships': 11.125, 'cybersecurity strategy, experts, and threats': 9.375, 'locations and destinations': 9.188, 'where can i find or access': 8.875, 'studying and its contexts': 8.312, 'programmatic, programs': 7.375, 'requesting more information or detail': 6.594, 'places to visit': 6.219, 'places and circumstances': 5.781}"
151,37,152,Kannst du mir genauere Infos geben mehr als nur dass ich Cybersecutiry studieren kann wie wo ich mich bewerben kann usw.,"Can you give me more detailed information beyond just that I can study cybersecurity, such as where I can apply, etc.?",21,21,study_program,follow-up_request,certain,"{'Give me a': 12.875, 'detailed descriptions and analyses': 12.5, 'cybersecurity strategy, experts, and threats': 9.938, 'end of listed items': 9.875, 'studying and its contexts': 9.812, 'questions starting with where': 8.812, 'where can i find or access': 8.125, 'requesting more information or detail': 7.531, 'can i / can we questions': 7.5, 'user requests for action': 7.156}"
152,37,153,mehr kannst du mehr sagen nicht nur so kurz,"Can you say more, not just so briefly?",9,8,study_program,follow-up_request,certain,"{'can i / can we questions': 7.438, 'negating subsequent concepts': 7.219, 'user requests for action': 7.125, 'so followed by common phrases': 7, 'saying ""just""': 6.438, 'more about': 5.375, 'can you questions': 5.188, 'brief overviews and summaries': 5.125, 'so that [pronoun] can': 4.656, 'Say something': 4.594}"
153,37,154,Gibt es noch Jobs im Bereich Glücksspiel,Are there still jobs in the gambling industry?,7,8,job,question,certain,"{'there a or there any': 5.344, 'there are + quantifier': 4.969, 'describing a job': 4.719, 'traditional political american civilization': 4.531, 'online gambling or real money betting': 4.438, 'work in industry or fields': 4.406, 'industry sectors': 4.406}"
154,37,155,Aber ich habe dich doch gerade gefragt ob es noch im Bereich Glücksspiel Jobs gibt wie im Casino oder sosososososososos,But I just asked you if there are still jobs in the gambling sector like in a casino or something like that.,20,22,job,statement,certain,"{'asking questions about someone': 9.75, 'online gambling or real money betting': 7.188, 'asking for permission or questions': 7.594, 'just + verb': 7.5, 'there are + quantifier': 7.344, 'there a or there any': 7.312, 'sector or sectors': 6.875, 'something else': 6.625, 'help with that': 6.094}"
155,37,156,Aber ich bin jetzt ganz Ahnungslos was ich machen möchte. Kannst du mir Fragen stellen um mir eine Einschätzung zu geben was ich machen kann basierend auf meine Antworten?,But I am completely clueless about what I want to do now. Can you ask me questions to help me assess what I can do based on my answers?,29,29,matching,follow-up_request,uncertain,"{'asking questions': 7.406, 'assess, assessing, assessment': 8.875, 'based on criteria': 8.5, 'what can do': 6.875, 'what you want or need': 6.656, 'can you': 6.625, 'asking for permission or questions': 6.594}"
156,37,157,"1. Biologie
2. Biologie, Sport, Deutsch
3. Nein
4. Wichtig","1. Biology 
2. Biology, Sports, German 
3. No 
4. Important",10,10,matching,answer,certain,"{'sport news and sports car': 9.438, 'german adjective': 8.625, 'numbered list item starts': 8.312, 'importance and its context': 6.656, 'biological mechanisms, processes, functions': 4.938, 'strategy meets fire': 5.469, 'no and negative contexts': 5.219, 'enumerated lists': 4.781}"
157,37,158,Kannst du mich noch Fragen was ich gerne tue und daraus wieder etwas schlusfolgern?,Can you still ask me what I like to do and then draw some conclusions from that?,14,17,matching,follow-up_request,uncertain,"{'asking for permission or questions': 8, 'drawing conclusions': 7.688, 'can i / can we questions': 7.5, 'what can do': 7.406, 'expressing liking': 7.281, 'code to draw': 7.188, 'user requests for action': 7.125, 'then followed by an action': 7.094, 'asking questions about someone': 6.469, 'draw upon or from': 6.125}"
158,37,159,"1. Biologie
2. Nein
3. Genetik und die Evolution und Mutation
4. Nein die sollst du mir ja geben","1. Biology 
2. No 
3. Genetics and evolution and mutation 
4. No, you are supposed to give that to me.",19,20,matching,answer,certain,"{'no and negative contexts': 9.312, 'numbered list item starts': 8.312, 'genetic material, diseases, makeup': 7.344, 'evolution and evolutionary concepts': 6.938, 'biological mechanisms, processes, functions': 6.5, 'continuation after denial': 6.25, 'mutagenesis, mutations, mutually': 6, 'biological and environmental causes': 5.844, 'meant/intended/supposed to': 5.812, 'that followed by common words': 5.75}"
159,37,160,"Biologie
Nein
Genetik und die Evolution und Mutation
Nein die sollst du mir ja geben","Biology 
No 
Genetics and evolution and mutation 
No, you are supposed to give that to me.",15,16,matching,answer,certain,"{'generate / genetics / genocide': 11.875, 'biological mechanisms, processes, functions': 8.062, 'genetic material, diseases, makeup': 7.719, 'evolution and evolutionary concepts': 6.906, 'no and negative contexts': 6.719, 'continuation after denial': 6.25, 'meant/intended/supposed to': 5.906, 'mutagenesis, mutations, mutually': 5.844, 'that followed by common words': 5.719, 'chemistry': 5.594}"
160,39,161,Ich will studieren aber ich weiß noch überhaubt nicht was und in welche Richtung,"I want to study, but I still have no idea what and in which direction.",14,15,general,statement,uncertain,"{'want to know': 10.625, 'studying and its contexts': 9.312, 'direction and its related terms': 7.688, 'no followed by ideas or control': 7.688, 'want to do': 7.469, 'asking for help or advice': 5.844, 'detecting still': 5.531, 'introducing a point': 5.375, 'specific educational institutions and programs': 5.219, 'in what areas or situations': 4.906}"
161,39,162,"Ja aber du musst mir helfen erstmal eine rightung zu finden bevor ich mich über studengängen infomiere, also bis jetzt hab ich it vertiefte schule aber ich will warscheinlich nicht weiter in einem so technischen bereich machen","Yes, but you need to help me find a direction first before I inform myself about study programs. So far, I have been in an IT-focused school, but I probably don't want to continue in such a technical field.",37,39,general,answer,uncertain,"{'IT roles and ITIL': 12.062, 'direction and its related terms': 11.125, 'informing you or others': 9.375, 'studying and its contexts': 9.25, 'technical topics': 8.812, 'finding a way or solution': 8.75, 'requests for assistance': 8.375, 'school and its environment': 8.188, 'ongoing activities': 7.344, 'predicting likelihood or possibility': 7.312}"
162,39,163,"Also ich hab interessen in kultur und kunst würde ich sagen, weniger in sprache aber, was gibt es da für bereiche","I would say I have interests in culture and art, less in language, but what areas are there?",21,18,interests,answer,uncertain,"{'culture, cultures': 11.312, 'art, artistic styles, creations': 10.625, 'interests and preferences': 9.562, 'culture, religion, and traditions': 9.5, 'would like to': 9, 'how many are': 8.562, 'language acquisition, model, translation': 7.688, 'less adjective': 7.562, 'areas of study or expertise': 7.5, 'what [noun] does/did/is': 6.938}"
